galaxyID,label1
231587,6
285068,1
226211,0
134796,4
98070,1
139059,0
211153,6
156848,1
98652,3
121351,6
218525,2
166341,3
236738,1
164329,7
194091,2
155109,6
54503,2
253531,3
57000,3
6921,6
216657,2
116037,2
46761,3
224828,4
186595,0
97613,5
95299,2
193009,6
239061,7
136818,3
221164,1
28437,6
84708,1
168589,1
261584,7
191941,2
181940,4
78924,7
295296,1
118923,1
292977,4
1319,2
174496,3
67265,0
222912,3
108722,0
91788,4
61054,4
138112,4
176813,2
66956,5
41779,2
259710,7
130652,7
92114,6
39099,5
284489,6
280623,5
249201,4
239118,0
208585,7
52370,0
196883,2
160556,3
88638,7
75988,3
122925,3
186819,6
65647,7
150289,3
253829,4
4356,3
148482,0
97321,6
253480,1
176050,5
138508,0
188392,4
105987,4
265174,7
255220,1
247820,0
156956,6
155295,1
210278,2
224895,2
226205,1
257138,1
222767,2
124412,6
46116,1
250116,6
190991,7
57780,2
234263,7
72929,7
270122,4
68297,1
201336,0
61864,1
258035,2
14746,6
23362,3
181479,1
270222,2
218457,3
127431,3
235396,1
286594,0
11452,0
95545,0
225625,4
288370,1
181615,3
213250,1
139523,7
96218,0
249267,1
181420,1
290243,4
110794,6
228256,6
139520,4
190607,3
81200,2
263219,0
31448,3
86108,3
56616,0
163692,3
171269,0
151682,3
148619,6
264117,2
267122,2
238765,7
285010,0
265346,0
33494,2
253536,2
6742,2
218625,0
201432,2
197247,4
167826,2
31386,3
58140,6
98552,2
51728,4
49540,6
284621,6
134411,1
27795,3
138200,7
142450,2
97699,2
236642,6
177289,5
23253,4
185200,6
68615,0
165264,5
120861,1
26271,6
157172,0
85290,0
291219,6
223103,4
274619,6
123367,2
82487,1
238668,2
248115,2
14706,2
214016,7
238858,1
128920,3
258942,2
158977,0
252442,6
101357,1
260862,0
253504,1
124970,1
63010,7
96608,3
119604,0
171376,4
177725,0
221910,3
278071,0
254959,4
65249,5
190,0
49955,6
257234,1
215659,6
291736,7
123449,6
238162,7
275243,3
253308,6
100669,6
169745,2
290722,0
96584,4
257836,5
36437,4
35382,7
89704,6
175895,2
61321,2
23525,1
35529,2
176785,2
251824,1
63261,4
23733,1
122584,7
182131,6
96532,2
100184,6
13708,5
192823,1
8433,6
206890,3
220124,0
7037,3
69547,2
132951,1
184005,1
250154,1
55364,2
9995,6
200239,2
105361,0
12703,2
74648,6
69919,7
142215,2
26843,3
247738,1
264555,2
1984,6
275426,7
180655,2
200172,4
159806,6
289064,7
172221,4
226064,3
7035,7
207099,4
255907,1
96491,3
219716,3
144226,6
117223,7
273324,2
175459,1
198251,2
291077,6
105351,3
56852,0
32028,6
31146,6
266052,4
264067,3
262201,2
22049,0
242790,6
205267,2
114730,7
79528,1
233125,0
263083,4
170446,2
207431,0
232739,0
89209,7
134600,6
124383,0
193513,1
133815,4
251800,7
131999,5
249088,4
37460,3
151726,3
157186,3
54386,6
128052,6
38537,3
28544,1
232949,2
272707,4
166080,2
210623,2
214454,7
203836,0
205868,6
92128,4
92433,4
13821,1
229375,3
252718,2
84911,0
167761,6
63995,7
192248,6
229356,4
137829,7
188041,7
194230,7
95331,1
36887,2
90318,7
80167,2
10820,0
44074,1
121940,0
122267,6
120463,2
217090,3
269555,4
292276,2
96469,3
120561,1
129919,2
192923,0
25391,7
266444,2
68818,7
4380,7
112406,6
220187,0
241823,7
216762,4
65395,7
107115,2
158376,6
91598,3
4656,6
81949,1
114519,0
271871,4
250914,2
40208,2
188843,3
195098,2
80518,3
173727,6
289805,1
49651,0
261285,3
161982,7
244210,6
60106,7
12685,4
14558,7
110855,6
172340,2
240572,0
168623,7
132358,4
54771,3
107294,2
105841,6
169604,0
193422,1
110366,6
176425,7
38674,3
47931,5
119851,3
255562,7
101431,4
9519,7
132142,6
70236,3
178849,1
229826,4
12407,3
198060,0
132178,0
37687,3
168480,1
84836,3
186325,2
27159,4
70895,0
144575,6
140685,3
101498,3
34870,6
208580,0
80358,7
18839,6
258600,7
102883,6
70267,6
111105,4
4925,4
93427,0
138678,6
15891,7
184568,6
52532,2
60597,5
97227,6
31179,3
61361,7
151381,5
143129,4
149431,1
211929,3
247087,4
103029,3
237185,1
249995,4
216601,0
267280,2
216261,3
285849,6
144590,0
193224,4
257904,3
136578,0
259527,6
134530,4
163464,7
53071,1
208445,0
119312,6
229454,0
157107,2
109915,0
54664,6
272813,2
10075,6
40672,7
70046,3
156913,7
257284,4
214704,1
97138,6
244370,4
88170,6
161180,2
294559,5
183868,2
200499,6
174590,2
232462,7
32601,3
214205,2
286199,7
105928,0
27849,2
95638,0
231471,4
270745,1
46073,3
130015,7
90737,6
144281,7
257075,5
97814,2
137875,2
269597,2
64226,6
105546,1
169073,0
256898,2
191582,3
153444,1
238608,0
188403,0
111293,7
178800,0
72448,2
136106,3
49546,1
6837,6
175300,6
107780,2
228309,7
31672,7
205378,3
239901,1
68473,0
126730,0
35503,0
108405,2
118179,1
92297,0
115851,3
235612,3
251573,1
102122,3
188118,1
204647,1
162215,2
264842,7
75721,2
83027,0
12796,7
62918,1
157831,3
261107,1
258112,4
186334,2
81182,2
144661,2
212434,6
269863,6
102092,2
257861,1
172137,2
255553,7
95493,6
289303,7
220566,4
58175,0
112465,3
76638,3
109435,6
170403,5
20932,4
102644,1
87645,7
271820,1
126090,3
156508,2
57267,3
24877,6
70998,1
91315,3
88974,3
156277,1
232507,3
116531,6
136619,4
208290,3
210951,3
75084,6
214938,5
266812,1
237964,3
257843,4
261553,1
119906,4
108846,0
68133,7
44568,3
158942,3
213493,0
235782,1
271031,1
145138,7
98523,3
148793,3
69488,3
156135,1
285701,3
106039,5
223751,2
219973,0
80646,6
175740,3
174731,1
241565,0
12055,2
199636,3
95327,1
281206,0
216614,2
106641,3
119445,0
215428,7
115439,7
244632,1
166997,0
238456,2
1619,7
176753,4
133077,1
178181,0
88894,7
83026,0
76647,0
270707,7
166147,3
258334,5
232183,6
47075,0
23079,2
246333,4
49662,1
96038,2
4592,2
264608,1
176203,2
167112,4
149518,4
252170,3
28834,2
171973,2
126110,3
137060,0
115992,1
62775,6
265515,0
184295,3
270484,2
61350,4
154603,5
226422,7
98132,0
174945,0
250166,2
143399,2
50064,7
185418,4
27198,3
148687,2
215633,6
260328,2
233010,5
57905,2
177415,1
232987,4
51580,3
73149,6
11458,6
124616,6
41047,4
194167,7
48577,7
44588,1
272434,1
132236,1
293896,3
74114,1
272756,4
212858,7
145600,1
77715,1
58167,3
114666,4
214422,7
240602,6
34785,3
265326,2
33620,0
255752,2
256774,1
206500,6
122928,6
161621,3
246647,7
196679,0
65046,3
265129,4
194996,2
289988,6
100815,0
31899,3
158081,0
120300,4
245017,2
226892,0
176821,3
158409,3
90979,0
74376,5
273685,6
151399,2
155443,0
78040,2
77076,4
203191,5
65871,6
90690,0
74211,4
125743,3
140377,2
34636,7
224806,2
114851,2
150954,4
284538,3
252280,0
181765,1
208905,3
272180,4
91300,6
107994,3
133845,7
63705,1
214028,0
139494,3
253523,4
109361,3
43664,6
145066,3
75854,6
246650,2
285821,0
186914,6
56673,7
111685,2
61950,3
34392,0
116015,0
117763,4
37146,3
89538,3
158349,2
138652,5
211549,4
248670,7
41096,0
226827,3
107637,7
178063,4
291405,7
57769,7
52539,1
80976,6
109810,6
4580,2
175505,0
188523,0
218751,4
183471,0
74587,7
109538,1
239875,3
90436,6
141044,3
123266,6
166633,2
76416,2
220961,4
231420,1
247619,6
8493,0
221833,6
111587,3
272896,6
30269,1
38669,0
60844,0
72332,7
1345,0
87622,1
66891,7
206763,3
226011,4
233351,6
221698,6
113202,3
276873,1
72275,3
249386,4
110155,7
70974,6
255857,1
185671,7
1432,1
254276,7
12633,0
199348,4
100728,2
92714,2
94448,2
151428,6
86335,6
34010,4
177915,4
270746,1
168157,1
208681,2
115228,2
268307,1
162929,6
230782,5
196379,7
229409,4
112947,3
131330,0
152235,7
9431,6
268737,4
44225,4
76999,0
117082,2
152677,1
176991,0
99807,1
7695,4
272468,1
81542,0
19662,3
88272,3
21692,6
171511,5
227157,1
135905,5
274674,1
260411,1
287122,2
133037,0
205790,3
145304,1
58055,5
112172,4
253793,0
155756,6
105955,2
142735,3
129950,6
72270,0
121435,3
116722,0
167051,3
121483,3
247410,1
53100,3
247671,7
14098,4
164330,3
247849,4
194093,1
162223,2
84189,7
264365,4
260491,2
68351,3
276121,4
41147,6
267343,2
49142,4
66827,0
1820,5
114672,1
62980,3
196445,5
13144,5
95247,4
122320,3
123788,1
114082,6
182265,3
89192,6
17943,3
235751,1
59381,4
44450,6
23300,3
49748,6
200350,7
185648,0
155644,3
208299,4
95396,4
272625,2
77339,6
216122,4
66128,7
73667,6
270430,1
251605,7
233619,7
60885,4
223158,3
157790,4
263133,0
167379,0
166139,6
99682,2
286025,6
253278,7
181180,1
251768,7
88350,5
248271,0
217042,7
214953,4
63998,6
158989,2
252990,1
116076,6
68690,2
253954,4
28772,5
160833,1
80198,3
187764,6
165129,1
66880,5
134644,0
217652,7
161322,6
235511,7
284900,1
425,4
229160,2
77727,6
83718,5
270990,0
131981,6
247114,1
92696,7
260429,3
269743,2
165467,3
137806,6
253288,0
181981,3
63347,1
162421,4
56862,3
41088,7
267994,7
65980,1
207577,0
212447,3
88245,3
168206,1
166945,0
129747,6
138685,5
14286,3
19149,1
36761,3
259513,2
211279,1
194169,0
38351,7
268752,0
55322,2
57951,7
170192,7
93922,7
155706,7
78320,0
48388,4
205494,7
36854,4
24974,1
109434,2
16310,7
91401,6
277585,0
73794,6
137914,6
64534,6
244743,2
281519,4
163910,7
16273,6
109458,2
216592,1
867,2
249393,7
90387,7
117873,2
241649,2
151681,5
267575,4
13810,7
144552,2
207748,3
257646,2
256221,1
158159,5
21263,6
164543,7
169210,4
257140,4
230257,5
195407,2
51950,0
7953,1
93671,3
241990,0
73544,6
285049,0
119161,5
56517,3
137331,6
284762,1
66574,2
48241,7
133283,3
149285,7
218227,3
194308,3
226121,1
73394,3
27207,0
220194,6
213515,3
210638,4
187453,1
245361,6
41759,0
210736,0
123863,3
123270,1
222790,0
103482,6
117137,2
271313,4
262972,7
36514,4
279694,0
185012,1
80461,0
268336,1
61687,3
141542,0
280081,4
137638,6
91484,7
15677,3
246362,1
188400,3
172004,2
108068,7
13630,1
263259,2
88330,3
106006,2
158585,1
33736,7
53330,1
201971,3
232474,1
121979,3
97755,1
260246,0
95966,7
14597,1
222267,1
226189,0
270407,2
24865,1
165927,2
216605,2
74617,2
289883,0
240172,3
226445,1
149427,4
228229,3
283433,6
40512,7
35772,3
157972,1
233804,6
205186,7
41642,3
175130,3
75564,6
7935,1
14602,1
164387,1
8482,1
227590,5
189261,3
83340,4
97398,0
113384,6
83463,2
134528,2
281662,2
33896,0
98822,3
194404,4
248658,4
250348,1
240873,4
77875,2
236176,0
73445,7
98157,0
12473,6
27939,6
81440,3
158772,6
163292,4
184078,2
77438,1
103810,0
190641,3
240953,7
284419,5
230258,5
288550,0
251571,6
100148,2
89446,3
166505,7
7515,6
227522,6
185296,0
37998,6
90798,6
34185,3
212584,7
89600,3
229092,6
1549,3
289546,0
89855,3
69868,3
98558,3
84448,7
230682,7
266074,1
251429,7
54142,3
93836,0
56740,1
113975,3
66040,4
1176,3
103352,2
71959,4
252795,6
242703,7
186969,2
7073,7
31725,5
184680,0
86528,0
195684,2
135889,7
101757,6
259213,0
31556,1
261332,2
7799,7
127122,3
10888,7
64143,2
255782,4
182476,7
108941,7
264956,1
244481,2
96122,7
37858,3
284668,7
238941,7
114058,7
124343,2
248248,2
11520,3
117829,2
293593,0
57507,7
113327,2
98459,4
142611,2
222612,0
136043,5
269118,1
51149,2
35763,4
185132,7
91909,0
3778,0
37989,6
177369,4
210567,4
149994,4
228071,2
236650,6
113117,3
52193,1
269664,3
162802,1
71423,2
7486,1
263756,7
88057,6
122621,0
80993,0
253569,5
276886,5
235241,6
158665,7
240588,0
28804,4
107896,2
206210,0
81986,3
122797,7
260904,4
130822,3
51423,3
65107,3
164960,7
19286,0
254232,7
60073,7
65887,4
276789,7
167449,0
270667,3
189283,5
290122,2
61867,6
206134,3
108576,3
76246,7
193566,2
57105,6
106762,7
45179,3
49215,3
68983,7
985,3
136535,1
159185,4
58791,7
35726,0
55001,0
235525,7
184710,4
30577,6
190689,4
66520,6
209232,0
283457,1
214833,6
77327,3
13477,7
260699,1
66575,1
130666,1
37698,0
94014,7
215242,6
181961,5
188063,3
165256,3
95150,5
171100,0
180831,0
151436,5
17501,3
79161,3
223194,6
216807,4
132857,1
201835,3
22054,7
120401,1
129123,7
123707,7
116989,0
86660,7
168834,7
196864,7
35816,2
269512,1
25687,6
232623,7
244495,1
173469,7
203193,3
278255,1
86821,0
195506,0
273031,3
226968,6
103611,3
102163,7
226548,7
187755,5
121421,1
241314,1
41671,4
178102,0
157941,1
294852,1
88025,2
220283,0
185688,3
236313,1
51191,1
229540,1
187401,3
59460,4
231843,2
98434,1
7459,7
207371,0
4753,6
37366,4
38723,6
134421,3
75563,3
97614,3
87559,6
161779,7
49444,7
198646,0
267761,2
200368,4
162157,3
133671,0
12285,6
238867,3
259997,4
91518,3
196921,2
21574,5
239748,6
105917,7
178735,0
103102,7
89477,0
157496,3
224658,1
193761,0
183405,5
135522,2
204225,1
177177,2
84408,4
169163,0
264186,7
257589,2
134231,4
223682,2
242237,0
56350,0
69103,2
191660,2
186670,0
71608,7
96339,7
275717,6
268802,2
255444,2
108162,2
127667,2
148015,1
17198,7
254359,1
224334,6
7317,7
55616,0
69630,3
98566,6
168676,7
150649,1
62111,3
262729,4
133132,6
95532,7
67619,7
87007,2
197943,6
166708,4
88434,4
165705,7
95534,7
191801,5
41447,5
177956,1
258324,7
67065,6
255587,7
128740,6
119998,3
158923,0
18431,4
109489,6
131447,4
30647,6
163887,4
70870,3
234943,3
114676,6
14359,6
19557,6
36305,2
158478,2
182249,7
243921,6
16762,0
167805,0
67974,0
205720,0
32939,4
65312,7
157273,0
46405,0
16654,7
270257,7
222917,2
63387,5
41937,0
132698,2
52269,6
34306,6
94469,7
68091,7
92035,0
245926,7
162250,7
112237,2
228670,2
294357,7
149979,1
218157,2
168372,2
219797,0
196258,7
154070,0
198151,3
191135,0
292106,7
144680,1
206642,0
177477,3
168710,0
205872,6
31552,3
59267,0
113154,7
91109,2
51153,6
143116,3
206520,0
83790,7
269577,1
73048,3
110815,1
39833,4
263651,1
114629,1
116698,2
57807,2
215730,0
120464,2
100460,2
221749,0
167920,0
142789,3
220744,1
103088,3
192807,7
171874,1
120740,0
37237,3
36431,1
99584,6
238172,7
12914,4
41059,7
23076,5
226507,6
174174,6
218478,1
103616,6
193793,4
284487,0
226212,1
206276,0
196681,0
12202,7
232193,7
249095,7
279096,0
119532,6
48677,2
28035,3
224311,0
116145,4
59775,6
38439,7
291924,0
239823,7
179644,6
161905,7
44975,0
3802,2
39077,1
170699,7
142197,3
123653,1
201366,3
185715,4
259236,4
269987,0
78980,1
9096,2
292215,5
132389,4
54105,7
126399,6
86110,2
125174,2
95799,5
89213,0
210699,2
118255,7
115059,2
98657,2
220825,2
227709,7
244781,1
20502,5
34846,7
102324,3
253107,2
109152,7
84056,4
44463,1
135839,1
284244,6
196699,1
233732,2
227490,7
137406,1
573,0
157166,0
57374,3
205074,3
54422,2
67819,6
12509,5
270411,2
32507,6
254875,4
49524,3
27145,1
169009,2
274797,0
70912,6
117045,3
261228,4
237917,2
177797,6
140017,0
88353,3
86589,7
208287,0
212953,4
250913,2
228575,3
278743,2
174845,2
255637,4
178220,4
193667,3
234803,3
225899,4
169598,7
30289,1
260392,4
129862,4
171903,6
155899,5
137830,2
126211,6
38761,4
219287,3
139258,6
45848,6
247539,7
98861,1
30835,3
179785,7
258583,0
248852,7
268152,4
90102,3
153423,6
84424,2
107711,3
108150,2
288014,2
120332,6
254412,5
197616,7
283058,0
133261,3
160502,4
242522,1
154256,6
12747,2
113353,5
123967,6
149168,1
252024,6
263095,4
118360,4
251508,7
110122,6
116729,7
130280,7
245711,4
238689,7
214731,3
166745,4
260767,4
49036,6
181899,0
268570,1
136371,3
70660,2
58893,6
169869,4
13882,3
201201,7
592,0
71467,0
167403,7
229068,1
272545,4
212497,5
85639,0
172267,0
206188,1
86936,7
152566,4
232082,7
128373,0
35863,6
26071,4
237329,2
131290,6
198999,1
130565,1
71981,2
80715,3
96756,6
248416,1
175893,3
254099,4
255994,2
78760,1
209133,4
39624,2
119836,2
98743,7
238883,7
34032,7
32210,1
225211,7
229237,7
231888,1
3876,7
169083,0
194887,6
110497,4
13757,4
222095,3
122970,4
21477,3
200445,2
53183,6
79267,1
193738,6
210695,6
177294,1
154380,0
122880,3
114760,5
8969,1
2778,0
31642,0
121983,6
133038,7
185432,0
99758,0
176241,0
257197,1
113660,2
257900,6
89802,7
286130,1
192578,6
10890,6
174,7
191004,7
181418,0
17406,6
181611,6
100613,0
112071,3
4544,6
82246,2
293545,0
67601,7
96362,0
118176,2
245375,3
254971,1
89922,4
27488,0
26725,0
224625,2
194576,1
20163,1
251618,1
40002,1
157689,1
132825,6
74284,0
216879,7
85301,6
117805,3
122789,6
61838,0
165717,3
30095,6
9079,7
79551,2
102175,2
253137,4
95699,5
190889,7
101207,2
42085,7
26222,3
209236,7
195686,6
55764,2
145263,7
48386,1
290695,0
238503,2
142581,6
89308,6
288199,5
246363,1
115322,6
265956,5
222327,4
97500,5
117072,3
19683,1
39323,2
175973,1
272244,1
228617,0
19567,3
259978,1
15435,2
123103,2
46083,4
200678,4
39811,0
253313,3
187632,1
18066,4
266295,0
177403,7
97893,7
54115,7
262977,4
80381,7
51259,0
243236,0
168469,4
44236,0
157754,2
112136,6
2837,0
20664,6
280122,2
260347,2
111561,3
616,4
107399,7
12906,1
143066,1
126786,4
271688,4
21591,7
265743,7
164258,6
177044,6
223349,3
57234,2
92381,2
272654,5
230358,1
160806,2
116135,2
3173,1
47203,7
266389,3
45079,2
284906,0
85345,0
59348,0
265393,1
259387,1
45327,6
37280,7
227370,6
60148,7
62091,6
203941,2
269207,2
39885,4
277462,4
259380,6
276437,7
97791,6
138824,1
172890,6
108436,1
257582,4
240055,2
60512,1
169050,4
158812,6
156193,6
78392,6
160398,7
217572,7
100857,7
83417,5
20665,1
236733,5
172573,0
110380,6
288353,6
226400,7
112243,7
77901,4
243381,2
131993,7
94327,0
148177,2
157916,2
3356,6
25807,1
268616,1
77860,7
152776,1
219955,1
22991,2
113985,2
159874,0
74735,3
233847,7
113230,7
122741,1
207340,7
114880,3
81456,7
57940,5
40684,2
168493,1
182383,1
15350,3
54104,4
209926,0
117316,3
130551,7
234209,3
229297,0
9307,3
118966,7
243968,3
217460,6
7061,7
95452,3
131376,7
80498,7
255145,4
187989,5
229995,6
181720,2
90605,1
164146,2
23046,6
260721,1
219458,6
108608,1
89084,3
170313,3
170944,3
166232,3
46306,2
51510,4
95484,6
93160,7
33940,3
179197,4
192516,6
100312,7
206650,1
250207,4
17582,4
266451,4
179664,7
122572,5
216082,2
207414,0
13236,3
141455,4
74823,7
229334,2
91763,0
107571,3
240994,1
56374,0
128841,5
255259,4
4445,4
176448,4
137549,4
16794,7
215251,4
115042,6
34483,4
195515,7
130179,2
237442,7
217096,6
260540,1
176662,0
175728,3
185640,4
237278,0
216150,7
242249,0
99237,6
149982,5
158874,2
75016,1
283166,7
33023,2
17917,2
187251,7
222261,4
173210,2
112068,3
151513,6
13643,1
199383,2
89370,7
153185,3
235735,1
231550,0
49658,0
32482,3
135154,0
196268,4
5169,3
138586,7
108325,3
244218,2
60947,2
51329,6
246736,3
160631,6
264902,7
270118,4
28482,2
175015,0
179584,5
258294,5
203315,4
140176,7
151064,1
32487,6
129366,2
153766,0
118150,3
112919,7
41802,2
273487,7
139421,3
19360,2
7985,3
61788,0
247767,4
79414,3
249085,1
204238,0
238108,4
64109,4
239356,1
260625,1
55907,2
13336,7
179387,7
45869,0
229524,3
244040,3
177901,0
180934,3
131558,3
222511,2
289494,4
130668,1
134955,1
51407,6
221108,2
115043,4
63155,7
246040,2
83130,1
11808,2
81419,0
273835,0
163074,7
99844,4
261524,3
126321,3
155933,5
259275,4
86228,6
86904,6
115086,7
183535,0
130259,0
149303,7
215748,0
65267,0
156545,3
2994,7
164995,6
170728,4
230607,2
269051,1
266044,7
240637,0
178437,3
223505,2
58147,7
13362,6
25877,4
58954,3
84390,0
129312,0
111624,6
159113,4
155451,7
50441,4
178483,2
214871,7
1850,7
151066,7
144336,2
182496,0
3091,0
273746,0
175412,0
285230,4
211652,4
283480,6
32638,2
196798,2
136283,6
268159,5
50752,5
114265,4
172189,7
105460,2
280652,4
237927,7
232501,0
198925,2
71256,7
222615,7
62148,0
126429,1
239874,6
269950,5
163062,1
126779,0
85604,0
278733,1
83728,7
49952,3
259446,4
220951,3
100901,0
288281,1
191227,6
60270,0
165849,4
222120,4
242760,0
60545,6
47956,3
13282,1
49412,2
175309,4
226668,1
177375,2
124566,4
70436,1
55146,6
17648,0
140100,0
278372,1
209221,3
200975,1
14845,6
224313,3
151355,2
212343,0
48268,6
80251,6
291078,7
43680,7
252619,2
267024,7
268754,7
159194,0
8121,1
243092,4
30567,6
9374,4
39027,7
161845,0
51335,6
255662,0
188919,2
50120,2
80348,2
90535,0
251092,1
279039,2
30446,3
192157,0
209650,6
169852,3
136796,0
53657,7
233027,4
134085,3
93866,6
37423,7
207061,2
103595,0
222554,2
264386,5
31336,3
198673,2
129118,3
47207,4
149596,2
262131,1
262932,1
174802,1
177760,0
136740,1
191397,4
66255,6
136747,2
133110,3
5545,2
116969,1
168694,1
102913,4
109903,3
237158,1
95065,5
183509,3
162139,3
64309,2
46890,6
278720,6
233888,7
90984,4
269952,2
155734,1
163578,2
18063,4
80346,7
57669,2
194900,6
12183,2
179290,4
248192,0
267747,4
105385,0
53883,0
180945,1
255262,7
144233,2
159472,6
110937,2
175869,7
16846,6
195595,3
265768,2
267983,0
261004,1
37678,7
160214,3
140305,1
87315,1
108230,4
179099,5
118566,1
290728,0
112666,2
256129,4
144448,4
142409,3
45432,3
41565,6
63993,7
154421,7
265256,1
124077,1
95823,3
183419,3
28820,3
198929,3
264584,2
226159,1
250241,0
141310,6
95858,0
241205,1
135240,4
112977,2
214561,2
148600,1
233522,1
121762,1
139002,1
245567,2
127697,2
92345,0
261974,1
109633,3
98879,5
124565,1
173394,0
77060,4
46493,3
21228,1
233225,6
264078,3
264624,4
36564,1
53859,7
27860,1
53688,2
59388,1
120277,7
230629,6
109286,7
265762,2
145233,2
58721,7
150510,4
25180,4
93381,0
101850,2
30824,4
16062,3
99971,2
155471,2
260984,4
127747,3
124054,6
102607,7
54442,4
64392,0
169312,6
218554,5
167877,0
165206,0
51942,3
155544,6
237940,2
216061,1
157487,1
114815,0
259306,4
112259,3
100867,6
162400,6
256994,0
209991,6
130831,2
90767,4
81803,3
161898,2
54416,3
209810,1
236145,6
131310,0
122984,3
89146,6
173091,4
73308,0
78081,1
158630,0
50947,4
155415,1
14782,0
172697,1
194463,3
73231,7
22793,3
108822,1
255775,2
109127,0
96189,7
240477,3
154252,6
130910,3
120032,6
208348,2
36852,1
4914,5
78686,4
156393,3
295286,0
166373,2
86977,4
107813,2
232308,0
171681,3
258039,4
68883,0
211014,3
82516,0
269963,3
125301,4
21005,3
230205,3
216770,4
44891,3
185217,5
85109,1
229390,4
192564,7
264477,0
228863,6
99348,6
20716,4
293264,4
275105,3
66049,7
190567,6
54673,2
90454,0
94868,1
213926,7
220654,7
268085,2
58317,1
272612,4
157284,6
222921,7
177130,0
176740,6
34603,3
31712,2
190725,1
201158,1
96943,3
178572,6
136611,0
193702,6
54734,4
78084,6
212613,6
61693,7
163854,4
80508,4
87522,6
47034,6
243316,7
86464,2
71345,7
238625,2
206361,0
233046,7
123986,6
247901,1
69667,4
250949,1
258092,1
164294,3
175084,0
122985,2
38641,0
96323,7
238270,6
90875,4
267759,0
21612,3
14441,4
175110,3
217882,1
71463,6
112740,0
52536,1
199949,3
51155,3
158642,3
37919,3
72456,3
141808,4
85595,6
169719,0
62458,0
181695,1
4294,6
159611,6
205750,3
148454,2
133020,2
50431,4
229757,0
208160,1
118367,0
83914,3
220279,3
112952,0
97616,3
245699,6
43999,2
226339,7
31424,6
195525,6
64368,4
285285,6
129214,7
106523,0
112501,4
85694,5
47180,1
10779,3
255292,4
21427,0
67385,0
116043,0
242073,5
100637,0
256007,4
218717,3
81740,6
203887,6
153115,0
108260,4
229055,2
75032,0
103515,1
258042,2
279492,2
